source_file,source_path,job_id,epoch,epoch_total,actor_loss_mean,actor_loss_std,actor_loss_min,actor_loss_max,critic_loss_mean,critic_loss_std,critic_loss_min,critic_loss_max,reward_mean,reward_std,reward_min,reward_max,r1_mean,r1_std,r1_min,r1_max,r2_mean,r2_std,r2_min,r2_max,r3_mean,r3_std,r3_min,r3_max,entropy_mean,entropy_std,entropy_min,entropy_max,baseline_acc_mean,baseline_acc_std,baseline_acc_min,baseline_acc_max,model_acc_mean,model_acc_std,model_acc_min,model_acc_max,min_alpha_bucket_acc_mean,min_alpha_bucket_acc_std,min_alpha_bucket_acc_min,min_alpha_bucket_acc_max,strict_min_alpha_bucket_acc_mean,strict_min_alpha_bucket_acc_std,strict_min_alpha_bucket_acc_min,strict_min_alpha_bucket_acc_max,target_in_topk_rate_mean,target_in_topk_rate_std,target_in_topk_rate_min,target_in_topk_rate_max,alpha_gap_mean,alpha_gap_std,alpha_gap_min,alpha_gap_max,per_bucket_0_mean,per_bucket_0_std,per_bucket_0_min,per_bucket_0_max,per_bucket_1_mean,per_bucket_1_std,per_bucket_1_min,per_bucket_1_max,per_bucket_2_mean,per_bucket_2_std,per_bucket_2_min,per_bucket_2_max,per_bucket_3_mean,per_bucket_3_std,per_bucket_3_min,per_bucket_3_max,per_bucket_4_mean,per_bucket_4_std,per_bucket_4_min,per_bucket_4_max,per_bucket_5_mean,per_bucket_5_std,per_bucket_5_min,per_bucket_5_max,per_bucket_6_mean,per_bucket_6_std,per_bucket_6_min,per_bucket_6_max,per_bucket_7_mean,per_bucket_7_std,per_bucket_7_min,per_bucket_7_max,per_bucket_8_mean,per_bucket_8_std,per_bucket_8_min,per_bucket_8_max,per_bucket_9_mean,per_bucket_9_std,per_bucket_9_min,per_bucket_9_max,per_bucket_10_mean,per_bucket_10_std,per_bucket_10_min,per_bucket_10_max,true_bucket_rate_0_mean,true_bucket_rate_0_std,true_bucket_rate_0_min,true_bucket_rate_0_max,true_bucket_rate_1_mean,true_bucket_rate_1_std,true_bucket_rate_1_min,true_bucket_rate_1_max,true_bucket_rate_2_mean,true_bucket_rate_2_std,true_bucket_rate_2_min,true_bucket_rate_2_max,true_bucket_rate_3_mean,true_bucket_rate_3_std,true_bucket_rate_3_min,true_bucket_rate_3_max,true_bucket_rate_4_mean,true_bucket_rate_4_std,true_bucket_rate_4_min,true_bucket_rate_4_max,true_bucket_rate_5_mean,true_bucket_rate_5_std,true_bucket_rate_5_min,true_bucket_rate_5_max,true_bucket_rate_6_mean,true_bucket_rate_6_std,true_bucket_rate_6_min,true_bucket_rate_6_max,true_bucket_rate_7_mean,true_bucket_rate_7_std,true_bucket_rate_7_min,true_bucket_rate_7_max,true_bucket_rate_8_mean,true_bucket_rate_8_std,true_bucket_rate_8_min,true_bucket_rate_8_max,true_bucket_rate_9_mean,true_bucket_rate_9_std,true_bucket_rate_9_min,true_bucket_rate_9_max,true_bucket_rate_10_mean,true_bucket_rate_10_std,true_bucket_rate_10_min,true_bucket_rate_10_max,pred_min_bucket_rate_0_mean,pred_min_bucket_rate_0_std,pred_min_bucket_rate_0_min,pred_min_bucket_rate_0_max,pred_min_bucket_rate_1_mean,pred_min_bucket_rate_1_std,pred_min_bucket_rate_1_min,pred_min_bucket_rate_1_max,pred_min_bucket_rate_2_mean,pred_min_bucket_rate_2_std,pred_min_bucket_rate_2_min,pred_min_bucket_rate_2_max,pred_min_bucket_rate_3_mean,pred_min_bucket_rate_3_std,pred_min_bucket_rate_3_min,pred_min_bucket_rate_3_max,pred_min_bucket_rate_4_mean,pred_min_bucket_rate_4_std,pred_min_bucket_rate_4_min,pred_min_bucket_rate_4_max,pred_min_bucket_rate_5_mean,pred_min_bucket_rate_5_std,pred_min_bucket_rate_5_min,pred_min_bucket_rate_5_max,pred_min_bucket_rate_6_mean,pred_min_bucket_rate_6_std,pred_min_bucket_rate_6_min,pred_min_bucket_rate_6_max,pred_min_bucket_rate_7_mean,pred_min_bucket_rate_7_std,pred_min_bucket_rate_7_min,pred_min_bucket_rate_7_max,pred_min_bucket_rate_8_mean,pred_min_bucket_rate_8_std,pred_min_bucket_rate_8_min,pred_min_bucket_rate_8_max,pred_min_bucket_rate_9_mean,pred_min_bucket_rate_9_std,pred_min_bucket_rate_9_min,pred_min_bucket_rate_9_max,pred_min_bucket_rate_10_mean,pred_min_bucket_rate_10_std,pred_min_bucket_rate_10_min,pred_min_bucket_rate_10_max
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,22,100,-26.6359,67.2151,-266.2281,202.7383,53.0073,3.7367,40.0456,66.4078,-17.0383,0.4252,-18.4804,-15.5474,-10.8907,0.5545,-13.0402,-9.1563,6.2177,0.1273,5.79,6.662,-16.571,0.4361,-18.0059,-15.1025,178.1353,0.2577,177.7437,178.7371,5.5257,0.1454,5.0361,6.0029,0.002,0.0014,0.0,0.0088,0.2336,0.0131,0.1872,0.279,0.211,0.0111,0.1716,0.2477,0.9162,0.0036,0.9022,0.9299,1.2108,0.0155,1.1561,1.2732,0.2622,0.0156,0.2069,0.3136,0.1176,0.0102,0.0847,0.159,0.1047,0.013,0.0616,0.1606,0.0873,0.0148,0.0414,0.1501,0.0732,0.0159,0.021,0.1299,0.0525,0.0162,0.006,0.1176,0.0557,0.0186,0.0,0.125,0.071,0.023,0.0071,0.1858,0.0752,0.0259,0.0,0.1786,0.0493,0.0228,0.0,0.1585,0.0398,0.0074,0.0146,0.0674,0.7234,0.0068,0.6977,0.7449,0.0678,0.0025,0.0594,0.0764,0.0373,0.0018,0.0309,0.0436,0.0242,0.0014,0.0195,0.0292,0.0174,0.0011,0.0135,0.0213,0.0129,0.001,0.0096,0.0163,0.0103,0.0009,0.0073,0.0137,0.0083,0.0008,0.0057,0.0115,0.0069,0.0007,0.0046,0.0099,0.0059,0.0007,0.0034,0.0085,0.0855,0.0036,0.0715,0.0997,0.2658,0.016,0.2111,0.3197,0.1253,0.0037,0.1118,0.1384,0.1004,0.0026,0.0915,0.1096,0.0871,0.0023,0.0785,0.0953,0.071,0.0025,0.0626,0.0798,0.0492,0.0033,0.0389,0.0616,0.0615,0.0032,0.0505,0.0719,0.0711,0.0032,0.0593,0.0812,0.0714,0.0034,0.0598,0.0842,0.0499,0.0039,0.0365,0.0653,0.0474,0.0041,0.0339,0.0612
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,23,100,-25.7226,62.9983,-243.9423,195.4795,52.9162,3.74,40.8284,67.3842,-17.037,0.4189,-18.5465,-15.4424,-10.8812,0.5271,-12.8699,-8.9176,6.2213,0.1257,5.7458,6.7305,-16.5711,0.4313,-18.167,-14.9092,176.6369,0.5446,176.0004,177.8419,5.5257,0.1437,4.9697,6.0566,0.002,0.0014,0.0,0.0078,0.2338,0.0123,0.1963,0.279,0.2111,0.0105,0.179,0.2509,0.9162,0.0035,0.9035,0.9285,1.2086,0.0148,1.149,1.2595,0.2625,0.0148,0.2186,0.3189,0.1179,0.0102,0.0786,0.1535,0.1051,0.013,0.062,0.15,0.0875,0.0143,0.0399,0.1387,0.0719,0.0156,0.0106,0.1406,0.0522,0.0158,0.0055,0.1222,0.0556,0.0184,0.0,0.1288,0.0721,0.023,0.0075,0.161,0.0748,0.0257,0.0,0.1905,0.0486,0.0234,0.0,0.1446,0.0389,0.0071,0.0177,0.0702,0.7234,0.0065,0.698,0.7473,0.0678,0.0024,0.0591,0.077,0.0373,0.0018,0.0308,0.0441,0.0242,0.0014,0.019,0.0294,0.0174,0.0012,0.0137,0.0215,0.0129,0.001,0.0087,0.0167,0.0103,0.0009,0.0074,0.0138,0.0083,0.0008,0.0054,0.0115,0.0069,0.0007,0.0047,0.0097,0.0059,0.0007,0.0036,0.0086,0.0855,0.0035,0.0732,0.0986,0.2663,0.0149,0.2236,0.3187,0.1257,0.0036,0.1132,0.1393,0.1007,0.0025,0.0917,0.1096,0.0869,0.0022,0.0779,0.0948,0.0701,0.0025,0.0611,0.0788,0.0496,0.0032,0.0389,0.0599,0.0614,0.0031,0.0508,0.0716,0.0723,0.0032,0.0617,0.085,0.0712,0.0032,0.0582,0.0824,0.0494,0.0037,0.0354,0.0626,0.0465,0.0038,0.0339,0.0603
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,24,100,-27.0222,64.7854,-276.0219,213.364,52.8878,3.6997,39.417,68.0112,-17.0478,0.4203,-18.4861,-15.564,-10.9797,0.5671,-13.1519,-9.2756,6.2129,0.1267,5.7721,6.6683,-16.5711,0.4326,-17.9883,-15.0791,176.3196,0.1064,176.0478,176.5621,5.5257,0.1442,5.0293,6.0,0.002,0.0014,0.0,0.0078,0.2339,0.0128,0.1901,0.2786,0.211,0.011,0.171,0.2494,0.9162,0.0035,0.9044,0.9297,1.2118,0.0157,1.1552,1.2732,0.2623,0.0154,0.2062,0.3138,0.1176,0.0104,0.0812,0.1596,0.1057,0.0129,0.0564,0.1538,0.0876,0.0143,0.046,0.1453,0.0724,0.016,0.0171,0.1541,0.0533,0.0163,0.0056,0.1117,0.0542,0.0185,0.0,0.1393,0.0716,0.0233,0.0,0.1892,0.0751,0.0257,0.0088,0.1807,0.0486,0.0227,0.0,0.1386,0.0389,0.007,0.0175,0.0638,0.7234,0.0066,0.7007,0.7465,0.0678,0.0025,0.0578,0.0763,0.0373,0.0018,0.0314,0.0432,0.0242,0.0014,0.0193,0.029,0.0174,0.0012,0.0138,0.0214,0.0129,0.001,0.0097,0.0164,0.0103,0.0009,0.0072,0.0135,0.0083,0.0008,0.0051,0.0117,0.0069,0.0007,0.0046,0.0098,0.0059,0.0007,0.0036,0.0084,0.0855,0.0035,0.072,0.0973,0.2661,0.0156,0.2144,0.3161,0.1256,0.0037,0.1124,0.141,0.1009,0.0025,0.0908,0.1092,0.0872,0.0023,0.0796,0.0949,0.0705,0.0025,0.0617,0.0805,0.0501,0.0032,0.0392,0.0613,0.06,0.0032,0.0489,0.071,0.0712,0.0032,0.0598,0.083,0.0714,0.0034,0.06,0.0859,0.0505,0.004,0.0374,0.0649,0.0466,0.004,0.0327,0.0618
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,25,100,-26.3323,64.8056,-269.5918,200.4589,52.8303,3.7443,40.8766,67.9833,-17.0427,0.4272,-18.4049,-15.5297,-10.9375,0.5447,-12.8929,-9.137,6.2191,0.1311,5.7534,6.7033,-16.5709,0.4401,-17.9385,-14.9092,175.7973,0.2558,175.1409,176.3838,5.5256,0.1467,4.9717,5.9805,0.002,0.0014,0.0,0.0078,0.2334,0.0126,0.1926,0.2786,0.2106,0.0108,0.1762,0.2496,0.9162,0.0034,0.901,0.9296,1.2107,0.0151,1.162,1.2628,0.2618,0.0152,0.2152,0.3158,0.118,0.0101,0.0844,0.1552,0.1055,0.0128,0.0507,0.1562,0.0874,0.0146,0.0401,0.1532,0.0723,0.0162,0.0179,0.139,0.053,0.0162,0.0052,0.1171,0.0555,0.0182,0.0,0.1314,0.0712,0.0233,0.0081,0.1724,0.0751,0.0263,0.0,0.2157,0.0492,0.0228,0.0,0.1447,0.039,0.0071,0.0181,0.0689,0.7234,0.0066,0.6981,0.7433,0.0678,0.0025,0.0596,0.0762,0.0373,0.0018,0.0309,0.0433,0.0242,0.0014,0.0197,0.0295,0.0174,0.0012,0.0134,0.0221,0.0129,0.001,0.0098,0.0165,0.0103,0.0009,0.0073,0.014,0.0083,0.0008,0.0055,0.0111,0.0069,0.0007,0.0044,0.0094,0.0059,0.0006,0.0036,0.0087,0.0855,0.0035,0.0721,0.1008,0.2655,0.0154,0.2147,0.3156,0.1259,0.0035,0.1126,0.1372,0.1015,0.0027,0.0917,0.112,0.0862,0.0024,0.0775,0.0949,0.0701,0.0025,0.0617,0.0788,0.0502,0.0031,0.0397,0.0615,0.0607,0.0031,0.0469,0.0742,0.0715,0.0032,0.0611,0.0814,0.0716,0.0033,0.0615,0.0824,0.0498,0.0039,0.036,0.0666,0.047,0.0039,0.0345,0.0626
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,26,100,-27.566,64.9685,-241.3224,226.3958,52.793,3.6989,39.6323,65.3183,-17.0419,0.4199,-18.4068,-15.5367,-10.9261,0.5292,-13.3122,-9.4183,6.2178,0.1232,5.6882,6.6553,-16.571,0.431,-17.9297,-15.0762,175.2784,0.1469,174.9944,175.6404,5.5257,0.1437,5.0283,5.9785,0.002,0.0014,0.0,0.0088,0.2333,0.0113,0.198,0.2745,0.2105,0.0096,0.1801,0.2455,0.9162,0.0035,0.9043,0.9273,1.209,0.0152,1.1582,1.2824,0.2616,0.0136,0.2199,0.3124,0.1176,0.0099,0.0798,0.1567,0.1051,0.0128,0.0643,0.1547,0.0878,0.0143,0.0395,0.1433,0.0734,0.0164,0.0132,0.1479,0.053,0.0163,0.0099,0.1196,0.0545,0.0181,0.0063,0.1319,0.071,0.0228,0.0076,0.1729,0.0745,0.0256,0.0081,0.1743,0.049,0.0231,0.0,0.1667,0.0386,0.0068,0.0164,0.0647,0.7234,0.0065,0.7003,0.7491,0.0678,0.0025,0.0563,0.0778,0.0373,0.0017,0.032,0.0443,0.0242,0.0014,0.0199,0.0294,0.0174,0.0012,0.013,0.0215,0.0129,0.001,0.0097,0.0165,0.0103,0.0009,0.0074,0.014,0.0083,0.0008,0.0053,0.011,0.0069,0.0007,0.004,0.01,0.0059,0.0006,0.0038,0.0083,0.0855,0.0035,0.0745,0.0971,0.2657,0.0138,0.2218,0.3148,0.1257,0.0034,0.1133,0.1374,0.1013,0.0026,0.0926,0.1125,0.0871,0.0022,0.0788,0.0958,0.0713,0.0025,0.0624,0.0822,0.05,0.0029,0.0392,0.0605,0.0601,0.0029,0.05,0.0699,0.071,0.0029,0.0607,0.0812,0.0709,0.0031,0.0603,0.0808,0.0502,0.0035,0.0395,0.0637,0.0469,0.0037,0.0348,0.0592
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,27,100,-26.6727,64.1008,-244.734,254.3708,52.7384,3.7574,40.829,68.1758,-17.0327,0.4195,-18.5551,-15.5368,-10.8368,0.5218,-12.8946,-9.2543,6.2235,0.1241,5.7187,6.637,-16.5713,0.4305,-18.1436,-14.9531,174.3683,0.4267,173.587,175.1916,5.5258,0.1435,4.9873,6.0488,0.002,0.0014,0.0,0.0088,0.2343,0.0114,0.1989,0.2804,0.2114,0.0097,0.1806,0.2521,0.9162,0.0035,0.9036,0.9286,1.2029,0.0144,1.1411,1.2513,0.2629,0.0137,0.2206,0.3218,0.1176,0.0102,0.0817,0.1599,0.1053,0.0129,0.0608,0.147,0.0874,0.0142,0.0441,0.1383,0.0737,0.0164,0.0206,0.1347,0.0528,0.0163,0.0048,0.1237,0.0541,0.0182,0.0055,0.1235,0.0702,0.0233,0.0,0.1583,0.0748,0.0261,0.0,0.1649,0.0489,0.0233,0.0,0.1625,0.0386,0.0068,0.0164,0.0718,0.7234,0.0067,0.6997,0.7443,0.0678,0.0025,0.0588,0.0762,0.0373,0.0018,0.0313,0.0437,0.0242,0.0014,0.0199,0.0292,0.0174,0.0012,0.0139,0.0219,0.0129,0.001,0.0101,0.0163,0.0103,0.0009,0.0072,0.0133,0.0083,0.0008,0.0059,0.0114,0.0069,0.0007,0.0046,0.0096,0.0059,0.0006,0.0038,0.0082,0.0855,0.0036,0.0732,0.0993,0.2669,0.0139,0.2257,0.3262,0.1255,0.0034,0.1141,0.1367,0.102,0.0025,0.093,0.1126,0.0874,0.0022,0.0803,0.0961,0.0713,0.0025,0.0628,0.0798,0.0496,0.0029,0.0394,0.0605,0.0593,0.0029,0.048,0.0695,0.0705,0.0029,0.0591,0.0803,0.0708,0.0031,0.0604,0.0824,0.0499,0.0035,0.0353,0.0625,0.047,0.0036,0.0318,0.0617
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,28,100,-27.2812,61.3934,-252.0076,200.1666,52.7086,3.6643,41.1421,65.9232,-17.0334,0.4137,-18.9368,-15.4728,-10.8442,0.5184,-13.3108,-8.9381,6.2214,0.1237,5.8053,6.6147,-16.5711,0.4257,-18.5098,-15.126,173.5254,0.2099,173.1461,173.9094,5.5257,0.1419,5.043,6.1719,0.002,0.0014,0.0,0.0088,0.2336,0.0113,0.1899,0.2751,0.2108,0.0096,0.176,0.2455,0.9162,0.0034,0.903,0.9276,1.2018,0.0151,1.1528,1.2582,0.262,0.0135,0.213,0.3114,0.1172,0.0102,0.082,0.1562,0.1064,0.0131,0.0667,0.1513,0.0887,0.0145,0.0402,0.1486,0.0743,0.0161,0.0267,0.1331,0.053,0.0162,0.0064,0.1235,0.0542,0.0182,0.0062,0.1457,0.0712,0.0233,0.0071,0.1736,0.0739,0.0262,0.0097,0.1863,0.0483,0.0232,0.0,0.1507,0.0384,0.0068,0.0184,0.0665,0.7234,0.0064,0.6998,0.7483,0.0678,0.0024,0.0595,0.0772,0.0373,0.0018,0.032,0.0439,0.0242,0.0014,0.0194,0.0294,0.0174,0.0011,0.0135,0.0214,0.013,0.001,0.0099,0.018,0.0103,0.0009,0.0068,0.0136,0.0083,0.0008,0.0053,0.011,0.0069,0.0007,0.0041,0.0094,0.0059,0.0006,0.0036,0.0086,0.0855,0.0034,0.0747,0.0994,0.2657,0.0137,0.2126,0.3164,0.1246,0.0034,0.1128,0.1361,0.1025,0.0026,0.0941,0.1113,0.0881,0.0022,0.0801,0.096,0.072,0.0025,0.0635,0.0847,0.0499,0.003,0.0402,0.062,0.0595,0.0029,0.0492,0.0729,0.0706,0.0029,0.0608,0.0809,0.0703,0.003,0.0592,0.0814,0.0504,0.0035,0.0383,0.0656,0.0465,0.0035,0.0344,0.0612
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,29,100,-27.3045,58.4434,-233.3181,176.9901,52.6237,3.5888,41.8893,69.8189,-17.0297,0.4158,-18.4814,-15.359,-10.8138,0.512,-12.6837,-9.0676,6.2271,0.1226,5.8129,6.6324,-16.571,0.4279,-18.0059,-14.8652,172.7955,0.1299,172.4826,173.1639,5.5257,0.1426,4.9561,6.0039,0.002,0.0014,0.0,0.0088,0.2336,0.0117,0.1926,0.2757,0.211,0.0101,0.1769,0.2493,0.9162,0.0035,0.903,0.928,1.1987,0.0144,1.1496,1.2463,0.2623,0.0141,0.2102,0.3165,0.1163,0.0103,0.0752,0.1534,0.1064,0.0127,0.0664,0.152,0.0869,0.0147,0.039,0.1534,0.075,0.0163,0.0216,0.1396,0.0522,0.0159,0.0056,0.1148,0.0542,0.0183,0.0,0.1397,0.0718,0.0225,0.0092,0.1549,0.0745,0.0255,0.0,0.1765,0.0491,0.023,0.0,0.1549,0.0385,0.0068,0.0177,0.0645,0.7234,0.0066,0.6967,0.7463,0.0678,0.0025,0.0595,0.0789,0.0373,0.0018,0.0314,0.0436,0.0242,0.0014,0.0193,0.0292,0.0174,0.0012,0.0132,0.0218,0.0129,0.001,0.0094,0.0175,0.0103,0.0009,0.0075,0.0143,0.0083,0.0008,0.0052,0.0114,0.0069,0.0007,0.0046,0.0098,0.0059,0.0007,0.0038,0.0086,0.0855,0.0036,0.0736,0.0984,0.2663,0.0141,0.2152,0.3171,0.1242,0.0036,0.112,0.1366,0.1016,0.0025,0.0918,0.1109,0.0866,0.0023,0.0786,0.0952,0.0719,0.0025,0.0633,0.0803,0.0493,0.0029,0.0392,0.0607,0.0596,0.0029,0.0488,0.0695,0.0716,0.0031,0.0615,0.0839,0.0713,0.0031,0.0608,0.0827,0.0509,0.0036,0.0378,0.0648,0.0465,0.0037,0.0346,0.0601
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,30,100,-27.7945,60.5296,-239.2033,198.6543,52.6422,3.6513,41.1677,65.9091,-17.0424,0.4178,-18.7258,-15.5291,-10.9233,0.5055,-12.9103,-9.1759,6.2103,0.1216,5.7816,6.6505,-16.5711,0.4285,-18.2549,-15.0557,173.1735,0.1229,172.8956,173.4352,5.5257,0.1428,5.0205,6.0859,0.002,0.0014,0.0,0.0078,0.235,0.0111,0.1993,0.2786,0.2122,0.0094,0.1821,0.2518,0.9162,0.0035,0.9008,0.9271,1.2009,0.0147,1.1494,1.2534,0.2641,0.0133,0.2222,0.3182,0.1156,0.0102,0.0824,0.1538,0.1064,0.0128,0.0594,0.1564,0.0879,0.0144,0.0437,0.1605,0.0735,0.0158,0.0254,0.1353,0.0514,0.0157,0.0053,0.1204,0.0543,0.0184,0.0,0.1269,0.0701,0.0229,0.0,0.1654,0.0752,0.0261,0.0091,0.1714,0.0493,0.0232,0.0,0.1449,0.0386,0.0068,0.0179,0.0656,0.7234,0.0065,0.6994,0.7437,0.0678,0.0025,0.0598,0.0767,0.0373,0.0017,0.0316,0.0443,0.0242,0.0014,0.0193,0.0292,0.0174,0.0012,0.0133,0.0212,0.0129,0.001,0.0094,0.0173,0.0103,0.0009,0.0074,0.0134,0.0083,0.0008,0.0054,0.0117,0.0069,0.0007,0.0046,0.0093,0.0059,0.0006,0.004,0.0083,0.0855,0.0036,0.0743,0.1006,0.268,0.0134,0.225,0.3201,0.1241,0.0034,0.1096,0.1368,0.1019,0.0026,0.0925,0.1104,0.087,0.0023,0.0786,0.0952,0.071,0.0025,0.0621,0.0801,0.0491,0.0028,0.0397,0.0588,0.0598,0.0028,0.0492,0.0706,0.0707,0.003,0.0605,0.082,0.071,0.003,0.0592,0.0815,0.0506,0.0036,0.0395,0.0631,0.0469,0.0036,0.035,0.0599
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,31,100,-28.0087,60.8507,-265.1169,191.3266,52.5817,3.652,40.3738,65.6465,-17.0345,0.4208,-18.5069,-15.5896,-10.8471,0.504,-12.8132,-9.4048,6.2144,0.1263,5.8148,6.6593,-16.5713,0.4351,-18.1055,-15.0645,172.8754,0.2712,172.3925,173.2948,5.5258,0.145,5.0254,6.0352,0.002,0.0014,0.0,0.0078,0.2352,0.0111,0.1984,0.2736,0.2125,0.0096,0.1801,0.244,0.9162,0.0035,0.902,0.9268,1.1952,0.0149,1.1433,1.2405,0.2645,0.0134,0.2199,0.3093,0.1156,0.01,0.0803,0.1523,0.1063,0.0129,0.0579,0.1597,0.0875,0.0146,0.0437,0.1499,0.0739,0.0161,0.0113,0.1441,0.0522,0.0163,0.0,0.1144,0.0543,0.0181,0.0056,0.1228,0.0708,0.0224,0.0,0.1667,0.0753,0.0265,0.0,0.1778,0.0488,0.0232,0.0,0.1549,0.0388,0.0065,0.0192,0.063,0.7234,0.0067,0.7,0.746,0.0678,0.0025,0.0588,0.0768,0.0373,0.0018,0.032,0.0431,0.0242,0.0014,0.0195,0.0295,0.0174,0.0012,0.0137,0.0216,0.0129,0.001,0.0098,0.0165,0.0103,0.0009,0.0076,0.0138,0.0083,0.0008,0.0058,0.0113,0.0069,0.0007,0.0044,0.0096,0.0059,0.0006,0.0038,0.0082,0.0855,0.0035,0.0745,0.1,0.2683,0.0134,0.2234,0.3141,0.1237,0.0035,0.1118,0.1333,0.1016,0.0025,0.0931,0.1114,0.0867,0.0022,0.0791,0.0956,0.0713,0.0025,0.0622,0.0815,0.0496,0.0029,0.0406,0.0596,0.0598,0.0027,0.0507,0.073,0.0705,0.0029,0.061,0.0802,0.0714,0.003,0.0613,0.0822,0.0501,0.0035,0.0395,0.0622,0.0471,0.0035,0.0364,0.0588
train_alpha_h200.pbs.o168218529,/scratch/jp09/dd9648/Guided-DFlash/train_alpha_h200.pbs.o168218529,168218529.gadi-pbs,32,100,-27.0339,58.6677,-251.6391,164.7031,52.5267,3.6686,40.637,67.6815,-17.0388,0.4208,-18.7334,-15.5978,-10.8896,0.4942,-12.8575,-9.2008,6.2124,0.1214,5.8028,6.6134,-16.571,0.4335,-18.3633,-15.1143,171.6659,0.422,170.881,172.3923,5.5257,0.1445,5.04,6.1221,0.002,0.0014,0.0,0.0088,0.2366,0.0105,0.2055,0.2719,0.2138,0.009,0.187,0.2442,0.9162,0.0034,0.9041,0.9288,1.1929,0.0145,1.1366,1.2541,0.2663,0.0126,0.2275,0.3092,0.1165,0.0104,0.0762,0.1523,0.1067,0.0127,0.0688,0.1629,0.0874,0.0147,0.0374,0.1447,0.0728,0.0158,0.024,0.1301,0.0518,0.0163,0.0054,0.116,0.0543,0.0183,0.0058,0.1197,0.0702,0.0228,0.0079,0.1667,0.0744,0.0261,0.0,0.1754,0.0481,0.0227,0.0,0.1648,0.0382,0.0064,0.0181,0.0617,0.7234,0.0066,0.6985,0.7465,0.0678,0.0025,0.0563,0.0757,0.0373,0.0018,0.0314,0.0443,0.0242,0.0014,0.0193,0.0292,0.0174,0.0012,0.0135,0.0215,0.0129,0.001,0.0097,0.0171,0.0103,0.0009,0.0071,0.0136,0.0083,0.0008,0.0057,0.0117,0.0069,0.0007,0.0044,0.0097,0.0059,0.0006,0.004,0.0088,0.0855,0.0035,0.0725,0.0977,0.2702,0.0127,0.2281,0.3124,0.1247,0.0033,0.1129,0.1363,0.1018,0.0025,0.0938,0.1108,0.0868,0.0022,0.0798,0.0936,0.0709,0.0024,0.0635,0.0792,0.0493,0.0028,0.0401,0.0601,0.0596,0.0027,0.0495,0.0691,0.0701,0.0028,0.0608,0.0805,0.0706,0.003,0.0592,0.0808,0.0494,0.0034,0.0393,0.0617,0.0465,0.0035,0.0339,0.059
